,2017,Rank_2018,city_county,state,type,Rank_In_State_2018,zips
2829,42075.0,,Marshall,South Dakota,county,37.0,
2830,41862.0,,Meade,South Dakota,county,50.0,
2831,27828.0,,Mellette,South Dakota,county,61.0,57461
2832,47041.0,,Miner,South Dakota,county,16.0,57362
2833,55037.0,,Minnehaha,South Dakota,county,10.0,
2834,46213.0,,Moody,South Dakota,county,33.0,
2835,23987.0,,Oglala Lakota,South Dakota,county,64.0,57764
2836,49414.0,,Pennington,South Dakota,county,24.0,57737
2837,44019.0,,Perkins,South Dakota,county,52.0,
2838,63212.0,,Potter,South Dakota,county,4.0,
2839,33352.0,,Roberts,South Dakota,county,57.0,
2840,45654.0,,Sanborn,South Dakota,county,36.0,
2841,47123.0,,Spink,South Dakota,county,18.0,57747
2842,66251.0,,Stanley,South Dakota,county,3.0,
2843,64360.0,,Sully,South Dakota,county,2.0,
2844,24450.0,,Todd,South Dakota,county,63.0,
2845,44446.0,,Tripp,South Dakota,county,32.0,57376
2846,59210.0,,Turner,South Dakota,county,7.0,
2847,103772.0,,Union,South Dakota,county,1.0,57787
2848,43197.0,,Walworth,South Dakota,county,46.0,57075
2849,47715.0,,Yankton,South Dakota,county,28.0,57078
2850,19879.0,,Ziebach,South Dakota,county,66.0,
2851,19879.0,,Ziebach,South Dakota,county,66.0,
2852,40106.0,,Anderson,Tennessee,county,19.0,37705
2853,35799.0,,Bedford,Tennessee,county,48.0,38316
2854,32715.0,,Benton,Tennessee,county,68.0,37307
2855,25154.0,,Bledsoe,Tennessee,county,94.0,
2856,41190.0,,Blount,Tennessee,county,12.0,37617
2857,37766.0,,Bradley,Tennessee,county,35.0,
2858,32569.0,,Campbell,Tennessee,county,65.0,38006
2859,34664.0,,Cannon,Tennessee,county,52.0,
2860,34777.0,,Carroll,Tennessee,county,53.0,
2861,33088.0,,Carter,Tennessee,county,59.0,38569
2862,41769.0,,Cheatham,Tennessee,county,10.0,
2863,32532.0,,Chester,Tennessee,county,69.0,37355
2864,33910.0,,Claiborne,Tennessee,county,57.0,
2865,30471.0,,Clay,Tennessee,county,84.0,
2866,30637.0,,Cocke,Tennessee,county,81.0,38326
2867,37323.0,,Coffee,Tennessee,county,39.0,37361
2868,34675.0,,Crockett,Tennessee,county,51.0,
2869,35518.0,,Cumberland,Tennessee,county,50.0,37724
2870,62876.0,,Davidson,Tennessee,county,2.0,37302
2871,40812.0,,Decatur,Tennessee,county,15.0,37322
2872,38125.0,,DeKalb,Tennessee,county,28.0,
2873,38766.0,,Dickson,Tennessee,county,27.0,37055
2874,38310.0,,Dyer,Tennessee,county,26.0,38330
2875,52993.0,,Fayette,Tennessee,county,3.0,37334
2876,31029.0,,Fentress,Tennessee,county,79.0,
2877,37289.0,,Franklin,Tennessee,county,36.0,"37064,37067,37069"
2878,37414.0,,Gibson,Tennessee,county,40.0,
2879,37842.0,,Giles,Tennessee,county,37.0,
2880,31892.0,,Grainger,Tennessee,county,71.0,38334
2881,38618.0,,Greene,Tennessee,county,29.0,"37743,37745"
2882,29839.0,,Grundy,Tennessee,county,85.0,
2883,35134.0,,Hamblen,Tennessee,county,49.0,
2884,49813.0,,Hamilton,Tennessee,county,4.0,37118
2885,25777.0,,Hancock,Tennessee,county,93.0,
2886,28288.0,,Hardeman,Tennessee,county,89.0,37748
2887,37778.0,,Hardin,Tennessee,county,34.0,37723
2888,32806.0,,Hawkins,Tennessee,county,62.0,
2889,30348.0,,Haywood,Tennessee,county,80.0,38220
2890,34542.0,,Henderson,Tennessee,county,56.0,38340
2891,40561.0,,Henry,Tennessee,county,18.0,38231
2892,31401.0,,Hickman,Tennessee,county,75.0,38567
2893,32184.0,,Houston,Tennessee,county,74.0,
2894,38135.0,,Humphreys,Tennessee,county,38.0,
2895,29939.0,,Jackson,Tennessee,county,83.0,"38301,38305"
2896,34289.0,,Jefferson,Tennessee,county,55.0,37760
2897,31510.0,,Johnson,Tennessee,county,78.0,"37601,37604,37615"
2898,47574.0,,Knox,Tennessee,county,5.0,"37902,37909,37912,37914,37915"
2899,22576.0,,Lake,Tennessee,county,95.0,37769
2900,27910.0,,Lauderdale,Tennessee,county,91.0,
2901,33873.0,,Lawrence,Tennessee,county,58.0,38464
2902,32996.0,,Lewis,Tennessee,county,60.0,37091
2903,39511.0,,Lincoln,Tennessee,county,20.0,37716
2904,46340.0,,Loudon,Tennessee,county,9.0,37774
2905,34645.0,,McMinn,Tennessee,county,54.0,37110
2906,31310.0,,McNairy,Tennessee,county,76.0,
2907,32787.0,,Macon,Tennessee,county,73.0,
2908,40781.0,,Madison,Tennessee,county,13.0,37115
2909,36950.0,,Marion,Tennessee,county,42.0,38237
2910,36075.0,,Marshall,Tennessee,county,45.0,38040
2911,40901.0,,Maury,Tennessee,county,14.0,
2912,32771.0,,Meigs,Tennessee,county,70.0,
2913,31971.0,,Monroe,Tennessee,county,72.0,38573
2914,40461.0,,Montgomery,Tennessee,county,22.0,38574
2915,39731.0,,Moore,Tennessee,county,21.0,37811
2916,28339.0,,Morgan,Tennessee,county,90.0,
2917,39042.0,,Obion,Tennessee,county,25.0,38240
2918,32381.0,,Overton,Tennessee,county,67.0,37080
2919,33301.0,,Perry,Tennessee,county,61.0,37359
2920,38598.0,,Pickett,Tennessee,county,31.0,
2921,32647.0,,Polk,Tennessee,county,66.0,
2922,38079.0,,Putnam,Tennessee,county,32.0,
2923,32842.0,,Rhea,Tennessee,county,63.0,
2924,39241.0,,Roane,Tennessee,county,24.0,37687
2925,40211.0,,Robertson,Tennessee,county,17.0,
2926,39262.0,,Rutherford,Tennessee,county,22.0,38369
2927,28106.0,,Scott,Tennessee,county,88.0,38374
2928,36474.0,,Sequatchie,Tennessee,county,43.0,37374
2929,37910.0,,Sevier,Tennessee,county,33.0,"37862,37876"
2930,47338.0,,Shelby,Tennessee,county,6.0,37160
2931,36263.0,,Smith,Tennessee,county,44.0,37166
2932,39111.0,,Stewart,Tennessee,county,30.0,37175
2933,40810.0,,Sullivan,Tennessee,county,16.0,
2934,46465.0,,Sumner,Tennessee,county,8.0,38483
2935,37085.0,,Tipton,Tennessee,county,41.0,
2936,28849.0,,Trousdale,Tennessee,county,87.0,
2937,35836.0,,Unicoi,Tennessee,county,46.0,37692
2938,30516.0,,Union,Tennessee,county,82.0,38261
2939,30207.0,,Van Buren,Tennessee,county,86.0,37029
2940,33253.0,,Warren,Tennessee,county,64.0,37183
2941,41539.0,,Washington,Tennessee,county,11.0,38002
2942,27448.0,,Wayne,Tennessee,county,92.0,38485
2943,36146.0,,Weakley,Tennessee,county,47.0,
2944,31628.0,,White,Tennessee,county,77.0,37187
2945,91001.0,,Williamson,Tennessee,county,1.0,38076
2946,46989.0,,Wilson,Tennessee,county,7.0,38076
2947,46989.0,,Wilson,Tennessee,county,7.0,38076
2948,32547.0,,Anderson,Texas,county,220.0,77830
2949,45092.0,,Andrews,Texas,county,53.0,79714
2950,37004.0,,Angelina,Texas,county,169.0,78621
2951,44891.0,,Aransas,Texas,county,59.0,78336
2952,47302.0,,Archer,Texas,county,50.0,
2953,44118.0,,Armstrong,Texas,county,62.0,
2954,35464.0,,Atascosa,Texas,county,192.0,78002
2955,48552.0,,Austin,Texas,county,49.0,"78701,78702,78703,78704,78705"
2956,43956.0,,Bailey,Texas,county,115.0,
2957,41696.0,,Bandera,Texas,county,100.0,78003
2958,34895.0,,Bastrop,Texas,county,196.0,78602
2959,39407.0,,Baylor,Texas,county,128.0,76574
2960,27543.0,,Bee,Texas,county,248.0,78102
2961,41905.0,,Bell,Texas,county,111.0,77401
2962,43878.0,,Bexar,Texas,county,74.0,75750
2963,49915.0,,Blanco,Texas,county,43.0,78606
2964,52707.0,,Borden,Texas,county,11.0,
2965,40266.0,,Bosque,Texas,county,131.0,
2966,38758.0,,Bowie,Texas,county,150.0,76230
2967,45575.0,,Brazoria,Texas,county,67.0,77422
2968,37278.0,,Brazos,Texas,county,163.0,77422
2969,42271.0,,Brewster,Texas,county,79.0,
2970,33565.0,,Briscoe,Texas,county,209.0,79011
2971,33258.0,,Brooks,Texas,county,222.0,77423
2972,37219.0,,Brown,Texas,county,170.0,79316
2973,40718.0,,Burleson,Texas,county,112.0,76028
2974,44593.0,,Burnet,Texas,county,70.0,78611
2975,32083.0,,Caldwell,Texas,county,223.0,77836
2976,36603.0,,Calhoun,Texas,county,171.0,76436
2977,37170.0,,Callahan,Texas,county,161.0,75933
2978,27427.0,,Cameron,Texas,county,246.0,76520
2979,37235.0,,Camp,Texas,county,172.0,78833
2980,42974.0,,Carson,Texas,county,72.0,
2981,35274.0,,Cass,Texas,county,191.0,
2982,50578.0,,Castro,Texas,county,110.0,78009
2983,52075.0,,Chambers,Texas,county,37.0,76357
2984,33534.0,,Cherokee,Texas,county,219.0,76832
2985,28853.0,,Childress,Texas,county,242.0,79201
2986,40793.0,,Clay,Texas,county,117.0,
2987,40119.0,,Cochran,Texas,county,174.0,78838
2988,39046.0,,Coke,Texas,county,125.0,79011
2989,38663.0,,Coleman,Texas,county,141.0,76834
2990,63468.0,,Collin,Texas,county,9.0,76233
2991,35124.0,,Collingsworth,Texas,county,227.0,77420
2992,45012.0,,Colorado,Texas,county,68.0,79512
2993,56325.0,,Comal,Texas,county,22.0,76442
2994,39960.0,,Comanche,Texas,county,116.0,76442
2995,18998.0,,Concho,Texas,county,254.0,
2996,50624.0,,Cooke,Texas,county,36.0,79005
2997,33142.0,,Coryell,Texas,county,221.0,
2998,57757.0,,Cottle,Texas,county,25.0,
2999,42497.0,,Crane,Texas,county,64.0,79731
3000,38073.0,,Crockett,Texas,county,134.0,75835
3001,30754.0,,Crosby,Texas,county,235.0,77532
3002,47328.0,,Culberson,Texas,county,35.0,76427
3003,53368.0,,Dallam,Texas,county,42.0,"75201,75202,75203,75204,75205"
3004,55947.0,,Dallas,Texas,county,19.0,"75201,75202,75203,75204,75205"
3005,35739.0,,Dawson,Texas,county,189.0,76639
3006,41626.0,,Deaf Smith,Texas,county,145.0,
3007,34263.0,,Delta,Texas,county,211.0,78536
3008,53763.0,,Denton,Texas,county,30.0,"76201,76205,76207,76208,76209"
3009,51763.0,,DeWitt,Texas,county,34.0,76643
3010,31270.0,,Dickens,Texas,county,234.0,79229
3011,34316.0,,Dimmit,Texas,county,194.0,79027
3012,42778.0,,Donley,Texas,county,78.0,75838
3013,34884.0,,Duval,Texas,county,199.0,78801
3014,61573.0,,Eastland,Texas,county,6.0,76448
3015,42548.0,,Ector,Texas,county,66.0,75439
3016,32845.0,,Edwards,Texas,county,210.0,
3017,42741.0,,Ellis,Texas,county,88.0,
3018,34242.0,,El Paso,Texas,county,203.0,"79901,79902,79903,79904,79905"
3019,37707.0,,Erath,Texas,county,156.0,76238
3020,31999.0,,Falls,Texas,county,215.0,78113
3021,36567.0,,Fannin,Texas,county,185.0,
3022,50750.0,,Fayette,Texas,county,38.0,78940
3023,35079.0,,Fisher,Texas,county,71.0,78623
3024,36911.0,,Floyd,Texas,county,186.0,79235
3025,39486.0,,Foard,Texas,county,106.0,76638
3026,55217.0,,Fort Bend,Texas,county,24.0,
3027,37675.0,,Franklin,Texas,county,154.0,77856
3028,35528.0,,Freestone,Texas,county,190.0,76041
3029,27076.0,,Frio,Texas,county,251.0,79035
3030,35234.0,,Gaines,Texas,county,201.0,76240
3031,49618.0,,Galveston,Texas,county,44.0,"77550,77551,77554"
3032,27844.0,,Garza,Texas,county,243.0,79783
3033,57351.0,,Gillespie,Texas,county,18.0,76861
3034,91960.0,,Glasscock,Texas,county,3.0,
3035,41448.0,,Goliad,Texas,county,95.0,77963
3036,41211.0,,Gonzales,Texas,county,102.0,78629
3037,42217.0,,Gray,Texas,county,92.0,75643
3038,40662.0,,Grayson,Texas,county,118.0,76427
3039,43101.0,,Gregg,Texas,county,80.0,76657
3040,33946.0,,Grimes,Texas,county,207.0,
3041,43161.0,,Guadalupe,Texas,county,84.0,79353
3042,30784.0,,Hale,Texas,county,229.0,79041
3043,26903.0,,Hall,Texas,county,241.0,77964
3044,57022.0,,Hamilton,Texas,county,17.0,76531
3045,61180.0,,Hansford,Texas,county,13.0,
3046,37991.0,,Hardeman,Texas,county,176.0,
3047,44273.0,,Hardin,Texas,county,76.0,
3048,53708.0,,Harris,Texas,county,28.0,"75460,75462"
3049,39812.0,,Harrison,Texas,county,124.0,75946
3050,64268.0,,Hartley,Texas,county,14.0,79044
3051,33593.0,,Haskell,Texas,county,216.0,79521
3052,41539.0,,Hays,Texas,county,97.0,
3053,55393.0,,Hemphill,Texas,county,20.0,75948
3054,37992.0,,Henderson,Texas,county,155.0,"75652,75654"
3055,25451.0,,Hidalgo,Texas,county,252.0,78557
3056,37228.0,,Hill,Texas,county,164.0,75104
3057,38165.0,,Hockley,Texas,county,168.0,77447
3058,48989.0,,Hood,Texas,county,48.0,76544
3059,37630.0,,Hopkins,Texas,county,166.0,75765
3060,35966.0,,Houston,Texas,county,179.0,"77002,77003,77004,77005,77006"
3061,36824.0,,Howard,Texas,county,148.0,
3062,31643.0,,Hudspeth,Texas,county,228.0,
3063,36753.0,,Hunt,Texas,county,181.0,78024
3064,39702.0,,Hutchinson,Texas,county,132.0,75141
3065,63268.0,,Irion,Texas,county,7.0,79035
3066,39458.0,,Jack,Texas,county,91.0,76458
3067,39122.0,,Jackson,Texas,county,127.0,75766
3068,39391.0,,Jasper,Texas,county,139.0,75951
3069,39037.0,,Jeff Davis,Texas,county,107.0,79734
3070,42223.0,,Jefferson,Texas,county,90.0,75657
3071,29753.0,,Jim Hogg,Texas,county,236.0,
3072,38766.0,,Jim Wells,Texas,county,144.0,
3073,40237.0,,Johnson,Texas,county,129.0,78636
3074,29605.0,,Jones,Texas,county,237.0,76538
3075,46427.0,,Karnes,Texas,county,55.0,78118
3076,41440.0,,Kaufman,Texas,county,109.0,75142
3077,81411.0,,Kendall,Texas,county,4.0,78027
3078,48206.0,,Kenedy,Texas,county,98.0,78119
3079,47512.0,,Kent,Texas,county,33.0,76432
3080,47670.0,,Kerr,Texas,county,52.0,
3081,40848.0,,Kimble,Texas,county,103.0,
3082,43682.0,,King,Texas,county,31.0,78638
3083,28883.0,,Kinney,Texas,county,240.0,"75069,75070,75071"
3084,37388.0,,Kleberg,Texas,county,167.0,
3085,35560.0,,Knox,Texas,county,173.0,79529
3086,40213.0,,Lamar,Texas,county,140.0,79331
3087,37320.0,,Lamb,Texas,county,175.0,
3088,48084.0,,Lampasas,Texas,county,57.0,76550
3089,34012.0,,La Salle,Texas,county,204.0,
3090,48444.0,,Lavaca,Texas,county,46.0,77979
3091,44829.0,,Lee,Texas,county,69.0,"76541,76542,76543,76549"
3092,37335.0,,Leon,Texas,county,147.0,76444
3093,36112.0,,Liberty,Texas,county,187.0,77575
3094,33679.0,,Limestone,Texas,county,205.0,
3095,60405.0,,Lipscomb,Texas,county,10.0,79056
3096,33333.0,,Live Oak,Texas,county,206.0,75453
3097,45617.0,,Llano,Texas,county,65.0,78643
3098,50853.0,,Loving,Texas,county,27.0,76460
3099,40717.0,,Lubbock,Texas,county,114.0,"79401,79402,79403,79404,79405"
3100,34432.0,,Lynn,Texas,county,226.0,
3101,36784.0,,McCulloch,Texas,county,182.0,
3102,39680.0,,McLennan,Texas,county,136.0,79057
3103,68178.0,,McMullen,Texas,county,5.0,"78501,78503,78504"
3104,29391.0,,Madison,Texas,county,239.0,77864
3105,35869.0,,Marion,Texas,county,180.0,78124
3106,51647.0,,Martin,Texas,county,29.0,76820
3107,43190.0,,Mason,Texas,county,85.0,76856
3108,40088.0,,Matagorda,Texas,county,143.0,
3109,28590.0,,Maverick,Texas,county,238.0,75554
3110,37878.0,,Medina,Texas,county,160.0,78055
3111,33800.0,,Menard,Texas,county,208.0,76859
3112,110511.0,,Midland,Texas,county,2.0,"79701,79703,79705,79706,79707"
3113,35117.0,,Milam,Texas,county,200.0,75959
3114,36251.0,,Mills,Texas,county,188.0,75135
3115,30799.0,,Mitchell,Texas,county,232.0,
3116,39683.0,,Montague,Texas,county,120.0,76251
3117,60783.0,,Montgomery,Texas,county,12.0,"77316,77356"
3118,40370.0,,Moore,Texas,county,135.0,78057
3119,41091.0,,Morris,Texas,county,101.0,79062
3120,28478.0,,Motley,Texas,county,245.0,76374
3121,35922.0,,Nacogdoches,Texas,county,184.0,"75961,75964,75965"
3122,36495.0,,Navarro,Texas,county,183.0,
3123,32100.0,,Newton,Texas,county,225.0,75966
3124,40545.0,,Nolan,Texas,county,105.0,79537
3125,42474.0,,Nueces,Texas,county,87.0,
3126,53656.0,,Ochiltree,Texas,county,26.0,
3127,47670.0,,Oldham,Texas,county,58.0,
3128,43217.0,,Orange,Texas,county,83.0,"77630,77632"
3129,37631.0,,Palo Pinto,Texas,county,165.0,76484
3130,40093.0,,Panola,Texas,county,99.0,
3131,51441.0,,Parker,Texas,county,40.0,
3132,47208.0,,Parmer,Texas,county,82.0,75152
3133,34110.0,,Pecos,Texas,county,195.0,79772
3134,37969.0,,Polk,Texas,county,158.0,75969
3135,41721.0,,Potter,Texas,county,93.0,77365
3136,39788.0,,Presidio,Texas,county,108.0,79845
3137,32763.0,,Rains,Texas,county,224.0,78101
3138,46249.0,,Randall,Texas,county,63.0,75114
3139,42138.0,,Reagan,Texas,county,60.0,76680
3140,33159.0,,Real,Texas,county,213.0,78376
3141,39187.0,,Red River,Texas,county,142.0,76554
3142,33617.0,,Reeves,Texas,county,159.0,
3143,40243.0,,Refugio,Texas,county,113.0,78377
3144,37902.0,,Roberts,Texas,county,123.0,76569
3145,38039.0,,Robertson,Texas,county,146.0,75684
3146,58872.0,,Rockwall,Texas,county,16.0,"75032,75087"
3147,38087.0,,Runnels,Texas,county,153.0,
3148,34630.0,,Rusk,Texas,county,198.0,75785
3149,33646.0,,Sabine,Texas,county,214.0,77655
3150,36961.0,,San Augustine,Texas,county,152.0,75972
3151,33448.0,,San Jacinto,Texas,county,217.0,78589
3152,41936.0,,San Patricio,Texas,county,93.0,78589
3153,36449.0,,San Saba,Texas,county,137.0,76877
3154,35685.0,,Schleicher,Texas,county,149.0,76238
3155,40083.0,,Scurry,Texas,county,119.0,75158
3156,108260.0,,Shackelford,Texas,county,1.0,78569
3157,38733.0,,Shelby,Texas,county,130.0,75973
3158,63291.0,,Sherman,Texas,county,56.0,"75090,75092"
3159,52034.0,,Smith,Texas,county,32.0,76827
3160,43767.0,,Somervell,Texas,county,77.0,77879
3161,25447.0,,Starr,Texas,county,253.0,
3162,36060.0,,Stephens,Texas,county,162.0,76401
3163,53915.0,,Sterling,Texas,county,21.0,76951
3164,49890.0,,Stonewall,Texas,county,39.0,78671
3165,57984.0,,Sutton,Texas,county,15.0,79782
3166,43685.0,,Swisher,Texas,county,122.0,76238
3167,48892.0,,Tarrant,Texas,county,45.0,79783
3168,42874.0,,Taylor,Texas,county,81.0,76574
3169,44418.0,,Terrell,Texas,county,61.0,"75160,75161"
3170,31760.0,,Terry,Texas,county,231.0,75639
3171,33231.0,,Throckmorton,Texas,county,202.0,76483
3172,33215.0,,Titus,Texas,county,212.0,
3173,43536.0,,Tom Green,Texas,county,75.0,76837
3174,63418.0,,Travis,Texas,county,8.0,
3175,33099.0,,Trinity,Texas,county,217.0,75862
3176,31071.0,,Tyler,Texas,county,230.0,"75701,75702,75703,75704,75705"
3177,34832.0,,Upshur,Texas,county,193.0,75481
3178,40889.0,,Upton,Texas,county,86.0,77835
3179,37788.0,,Uvalde,Texas,county,157.0,78801
3180,34655.0,,Val Verde,Texas,county,197.0,78163
3181,36756.0,,Van Zandt,Texas,county,177.0,75790
3182,43635.0,,Victoria,Texas,county,73.0,"77901,77904,77905"
3183,26880.0,,Walker,Texas,county,250.0,77484
3184,38663.0,,Waller,Texas,county,151.0,77484
3185,42704.0,,Ward,Texas,county,54.0,
3186,49737.0,,Washington,Texas,county,41.0,77880
3187,30153.0,,Webb,Texas,county,233.0,
3188,40086.0,,Wharton,Texas,county,133.0,77488
3189,39820.0,,Wheeler,Texas,county,126.0,79096
3190,41049.0,,Wichita,Texas,county,104.0,"76301,76302,76305,76306,76308"
3191,40141.0,,Wilbarger,Texas,county,121.0,
3192,29508.0,,Willacy,Texas,county,247.0,
3193,48308.0,,Williamson,Texas,county,47.0,76856
3194,42643.0,,Wilson,Texas,county,89.0,79381
3195,47719.0,,Winkler,Texas,county,23.0,
3196,42208.0,,Wise,Texas,county,96.0,
3197,36996.0,,Wood,Texas,county,178.0,76801
3198,39067.0,,Yoakum,Texas,county,138.0,77995
3199,47634.0,,Young,Texas,county,51.0,
3200,26723.0,,Zapata,Texas,county,249.0,78076
3201,27144.0,,Zavala,Texas,county,244.0,75980
3202,27144.0,,Zavala,Texas,county,244.0,75980
3203,32777.0,,Beaver,Utah,county,23.0,84713
3204,35800.0,,Box Elder,Utah,county,15.0,
3205,37518.0,,Cache,Utah,county,12.0,84304
3206,36013.0,,Carbon,Utah,county,14.0,84520
3207,38788.0,,Daggett,Utah,county,8.0,
3208,43882.0,,Davis,Utah,county,6.0,
3209,35387.0,,Duchesne,Utah,county,17.0,84021
3210,30630.0,,Emery,Utah,county,25.0,
3211,36486.0,,Garfield,Utah,county,18.0,84015
3212,50409.0,,Grand,Utah,county,2.0,84312
3213,30840.0,,Iron,Utah,county,26.0,84304
3214,34560.0,,Juab,Utah,county,19.0,
3215,39099.0,,Kane,Utah,county,10.0,
3216,35195.0,,Millard,Utah,county,21.0,84340
3217,49753.0,,Morgan,Utah,county,5.0,84050
3218,33200.0,,Piute,Utah,county,24.0,
3219,34189.0,,Rich,Utah,county,20.0,84701
3220,49866.0,,Salt Lake,Utah,county,4.0,84054
3221,25344.0,,San Juan,Utah,county,29.0,
3222,27821.0,,Sanpete,Utah,county,28.0,
3223,31954.0,,Sevier,Utah,county,22.0,84766
3224,123795.0,,Summit,Utah,county,1.0,
3225,35253.0,,Tooele,Utah,county,16.0,84074
3226,30135.0,,Uintah,Utah,county,27.0,
3227,38880.0,,Utah,Utah,county,9.0,
3228,50664.0,,Wasatch,Utah,county,3.0,
3229,36809.0,,Washington,Utah,county,13.0,84780
3230,36512.0,,Wayne,Utah,county,11.0,
3231,39832.0,,Weber,Utah,county,7.0,84032
3232,39832.0,,Weber,Utah,county,7.0,84032
3233,49834.0,,Addison,Vermont,county,8.0,
3234,51601.0,,Bennington,Vermont,county,5.0,05201
3235,39877.0,,Caledonia,Vermont,county,13.0,
3236,58562.0,,Chittenden,Vermont,county,1.0,05737
3237,35279.0,,Essex,Vermont,county,14.0,
3238,44824.0,,Franklin,Vermont,county,11.0,05457
3239,57266.0,,Grand Isle,Vermont,county,3.0,05458
3240,51212.0,,Lamoille,Vermont,county,6.0,
3241,45331.0,,Orange,Vermont,county,10.0,
3242,42121.0,,Orleans,Vermont,county,12.0,05860
3243,49838.0,,Rutland,Vermont,county,7.0,05701
3244,57865.0,,Washington,Vermont,county,2.0,05675
3245,48976.0,,Windham,Vermont,county,9.0,05361
3246,55418.0,,Windsor,Vermont,county,4.0,05089
3247,55418.0,,Windsor,Vermont,county,4.0,05089
3248,40715.0,,Accomack,Virginia,county,56.0,23301
3249,43064.0,,Amelia,Virginia,county,47.0,23002
3250,35527.0,,Amherst,Virginia,county,85.0,24521
3251,36727.0,,Appomattox,Virginia,county,78.0,24522
3252,90893.0,,Arlington,Virginia,county,2.0,"22201,22202,22203,22204,22205"
3253,60042.0,,Bath,Virginia,county,13.0,24473
3254,44602.0,,Bedford,Virginia,county,40.0,24523
3255,35331.0,,Bland,Virginia,county,83.0,24315
3256,48228.0,,Botetourt,Virginia,county,35.0,
3257,31653.0,,Brunswick,Virginia,county,99.0,
3258,34449.0,,Buchanan,Virginia,county,88.0,24066
3259,29450.0,,Buckingham,Virginia,county,104.0,23921
3260,40604.0,,Caroline,Virginia,county,61.0,23829
3261,43500.0,,Charles City,Virginia,county,45.0,23030
3262,34509.0,,Charlotte,Virginia,county,90.0,23923
3263,52024.0,,Chesterfield,Virginia,county,24.0,"23832,23838"
3264,63517.0,,Clarke,Virginia,county,9.0,
3265,36710.0,,Craig,Virginia,county,79.0,24430
3266,44445.0,,Culpeper,Virginia,county,42.0,22701
3267,37457.0,,Cumberland,Virginia,county,76.0,23040
3268,31026.0,,Dickenson,Virginia,county,101.0,24580
3269,40721.0,,Essex,Virginia,county,59.0,
3270,67525.0,,Fauquier,Virginia,county,7.0,
3271,36744.0,,Floyd,Virginia,county,73.0,24091
3272,42829.0,,Fluvanna,Virginia,county,48.0,
3273,39004.0,,Franklin,Virginia,county,64.0,23851
3274,38194.0,,Giles,Virginia,county,68.0,
3275,48145.0,,Gloucester,Virginia,county,34.0,23061
3276,96584.0,,Goochland,Virginia,county,1.0,23063
3277,31518.0,,Grayson,Virginia,county,97.0,
3278,42446.0,,Greene,Virginia,county,49.0,22427
3279,35571.0,,Halifax,Virginia,county,82.0,24558
3280,58166.0,,Hanover,Virginia,county,14.0,23069
3281,64355.0,,Henrico,Virginia,county,10.0,"23075,23228,23229,23231,23233"
3282,43308.0,,Highland,Virginia,county,44.0,24315
3283,53048.0,,Isle of Wight,Virginia,county,21.0,
3284,41480.0,,King and Queen,Virginia,county,54.0,23085
3285,51051.0,,King George,Virginia,county,25.0,22485
3286,45135.0,,King William,Virginia,county,41.0,23086
3287,56871.0,,Lancaster,Virginia,county,15.0,22503
3288,29135.0,,Lee,Virginia,county,105.0,23801
3289,74878.0,,Loudoun,Virginia,county,5.0,
3290,41125.0,,Louisa,Virginia,county,57.0,23093
3291,32208.0,,Lunenburg,Virginia,county,95.0,23952
3292,46555.0,,Madison,Virginia,county,38.0,22727
3293,53624.0,,Mathews,Virginia,county,20.0,23109
3294,35764.0,,Mecklenburg,Virginia,county,84.0,23952
3295,49250.0,,Middlesex,Virginia,county,29.0,
3296,48296.0,,Nelson,Virginia,county,32.0,24580
3297,68728.0,,New Kent,Virginia,county,8.0,23124
3298,45890.0,,Northampton,Virginia,county,36.0,"23661,23663,23664,23665,23666"
3299,49102.0,,Northumberland,Virginia,county,26.0,23128
3300,33522.0,,Nottoway,Virginia,county,92.0,
3301,46906.0,,Orange,Virginia,county,37.0,22960
3302,37451.0,,Page,Virginia,county,72.0,
3303,32885.0,,Patrick,Virginia,county,93.0,24133
3304,54715.0,,Powhatan,Virginia,county,18.0,23139
3305,30979.0,,Prince Edward,Virginia,county,102.0,24149
3306,38384.0,,Pulaski,Virginia,county,65.0,24301
3307,61609.0,,Rappahannock,Virginia,county,12.0,22560
3308,35508.0,,Richmond,Virginia,county,87.0,"23219,23220,23221,23222,23223"
3309,32004.0,,Russell,Virginia,county,96.0,
3310,32258.0,,Scott,Virginia,county,94.0,24589
3311,42958.0,,Shenandoah,Virginia,county,46.0,22849
3312,35729.0,,Smyth,Virginia,county,86.0,
3313,52940.0,,Stafford,Virginia,county,22.0,"22554,22556"
3314,42826.0,,Surry,Virginia,county,43.0,23883
3315,30082.0,,Sussex,Virginia,county,103.0,
3316,37042.0,,Tazewell,Virginia,county,74.0,24651
3317,44910.0,,Warren,Virginia,county,39.0,"20186,20187"
3318,41296.0,,Westmoreland,Virginia,county,55.0,22967
3319,33997.0,,Wythe,Virginia,county,91.0,24382
3320,84059.0,,Alexandria,Virginia,county,3.0,"22301,22302,22303,22304,22305"
3321,48528.0,,Chesapeake,Virginia,county,33.0,"23320,23321,23322,23323,23324"
3322,41931.0,,Hampton,Virginia,county,51.0,"23661,23663,23664,23665,23666"
3323,41684.0,,Newport News,Virginia,county,52.0,"23601,23602,23603,23605,23606"
3324,40107.0,,Norfolk,Virginia,county,60.0,"23502,23503,23504,23505,23507"
3325,39585.0,,Portsmouth,Virginia,county,62.0,"23701,23702,23703,23704,23707"
3326,54139.0,,Richmond,Virginia,county,19.0,"23219,23220,23221,23222,23223"
